First Name,Email ID,Quantity,Events,Attendee Status,College Name,Event_Source,Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family_Income(Lack),Expected salary (Lack),Leadership- skills
princita ,princita@xyz.com,1,internship program(ip) success conclave,attending,don bosco college of engineering fatorda goa,others,data science and analyst,2025,aurangabad,8.9,5,0-2,11,yes
aaftab,aaftab@xyz.com,1,internship program(ip) success conclave,attending,st xavier's college ,others,computer engineer,2024,bhsawal,7.3,7,0-2,19,no
nupoor,nupoor@xyz.com,1,internship program(ip) success conclave,attending,g h raisoni institut of engineering and technology pune,others,students,2023,dhule,7.8,7,0-2,23,no
advay,advay@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,others,students,2023,jalgaon,7.9,7,0-2,8,no
khilender,khilender@xyz.com,1,internship program(ip) success conclave,attending,"vishwakarma institute of technology, pune",others,data science and analyst,2024,thane,8.1,6,0-2,7,no
reet,reet@xyz.com,1,internship program(ip) success conclave,attending,new horizon institute of technology and management ,others,cyber security,2024,nanded,9.6,5,0-2,22,no
nipun,nipun@xyz.com,1,internship program(ip) success conclave,attending,"symbiosis institute of technology, pune",others,students,2024,amritsar,9.1,7,0-2,17,yes
viraj,viraj@xyz.com,1,internship program(ip) success conclave,attending,"mit academy of engineering ,alandi",others,students,2025,patiala,7.2,6,0-2,20,yes
preethi ,preethi@xyz.com,1,internship program(ip) success conclave,attending,a. c. patil college of engineering,others,students,2023,sangrur,9.5,7,0-2,15,no
nithin,nithin@xyz.com,1,internship program(ip) success conclave,attending,wilson college ,others,students,2025,ajmer,6.8,7,0-2,17,no
soheb,soheb@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2026,amer,8.4,6,0-2,19,no
alok,alok@xyz.com,1,internship program(ip) success conclave,attending,"thakur institute of management studies, career development & research - [timscdr]",others,students,2024,bikaner,6.6,7,0-2,11,no
kena,kena@xyz.com,1,internship program(ip) success conclave,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,others,cse,2023,jaipur,6.7,7,0-2,12,no
harshit,harshit@xyz.com,1,internship program(ip) success conclave,attending,silicon institute of technology,others,b.tech,2024,kota,8.9,6,0-2,15,yes
mohd junaid ,mohdjunaid@xyz.com,1,internship program(ip) success conclave,attending,don bosco college of engineering fatorda goa,others,students,2023,sikar,8.5,6,0-2,20,no
rudresh,rudresh@xyz.com,1,internship program(ip) success conclave,attending,st xavier's college ,others,students,2026,amreli,8.8,7,0-2,9,yes
trushna ,trushna@xyz.com,1,internship program(ip) success conclave,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",others,students,2025,godhra,7.5,6,0-2,8,no
venkateshan,venkateshan@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,others,data science and analyst,2023,junagadh,6.4,3,2-5,21,no
flavita,flavita@xyz.com,1,internship program(ip) success conclave,attending,"vishwakarma institute of technology, pune",others,students,2023,morbi,7.7,6,2-5,16,no
chanchal,chanchal@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,others,students,2023,okha,7.9,5,2-5,7,no
lyrica,lyrica@xyz.com,1,internship program(ip) success conclave,attending,"vishwakarma institute of technology, pune",others,students,2026,surat,7.4,3,2-5,9,yes
sparsha,sparsha@xyz.com,1,internship program(ip) success conclave,attending,"kle society's college of bca, rls institute, belagavi",others,students,2024,valsad,9.2,5,2-5,13,yes
suraksha,suraksha@xyz.com,1,internship program(ip) success conclave,attending,"symbiosis institute of technology, pune",others,be it,2025,hisar,9.2,5,7-8,15,no
grishma,grishma@xyz.com,1,internship program(ip) success conclave,attending,a. c. patil college of engineering,others,django,2023,kaithal,7.2,5,0-2,8,no
kanishk,kanishk@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",others,computer engineer,2023,agartala,6.5,6,0-2,25,no
jhanvi,jhanvi@xyz.com,1,internship program(ip) success conclave,attending,dkte society's textile and engineering institute ichalkaranji,others,students,2024,agra,7.5,6,2-5,21,no
krupa,krupa@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,others,students,2025,ghazipur,6.5,3,0-2,8,no
earl,earl@xyz.com,1,internship program(ip) success conclave,attending,st.francis institute of technology,email,be cs,2023,deoria,9.0,7,0-2,9,yes
liza,liza@xyz.com,1,internship program(ip) success conclave,attending,"mit academy of engineering ,alandi",whatsapp,students,2024,lucknow,6.6,3,0-2,8,no
lesa,lesa@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",email,engineering ,2026,varanasi,9.7,6,2-5,17,no
ava,ava@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",whatsapp,students,2024,talmuk,7.7,3,0-2,19,yes
austin,austin@xyz.com,1,internship program(ip) success conclave,attending,adhiyamaan college of engineering,others,students,2025,titagrah,7.6,7,0-2,6,no
kamala,kamala@xyz.com,1,internship program(ip) success conclave,attending,pillai college of engineering new panvel,whatsapp,engineering ,2025,sagar,7.3,5,0-2,20,no
chauncey,chauncey@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,whatsapp,cyber security,2025,dhule,7.7,7,5-7,15,yes
ron,ron@xyz.com,1,internship program(ip) success conclave,attending,dkte society's textile and engineering institute ichalkaranji,whatsapp,intern,2025,amer,9.5,5,0-2,7,no
freeman,freeman@xyz.com,1,internship program(ip) success conclave,attending,"mit academy of engineering ,alandi",cloud counselage website,students,2024,barmer,9.6,3,0-2,20,no
jack,jack@xyz.com,1,internship program(ip) success conclave,attending,wilson college ,whatsapp,students,2026,jaipur,7.9,5,0-2,13,no
jennie,jennie@xyz.com,1,internship program(ip) success conclave,attending,"priyadarshini college of engineering, nagpur ",whatsapp,data science and analyst,2024,pali,7.5,5,0-2,8,yes
felipe,felipe@xyz.com,1,internship program(ip) success conclave,attending,don bosco college of engineering fatorda goa,whatsapp,students,2024,godhra,6.7,7,0-2,21,yes
chelsey,chelsey@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",whatsapp,students,2025,kheda,9.5,7,0-2,23,no
meredith,meredith@xyz.com,1,internship program(ip) success conclave,attending,dkte society's textile and engineering institute ichalkaranji,others,students,2026,okha,7.3,3,0-2,18,no
javier,javier@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2024,rajkot,7.8,7,0-2,9,no
ella,ella@xyz.com,1,internship program(ip) success conclave,attending,"vishwakarma institute of technology, pune",whatsapp,students,2025,chandigarh,6.7,3,0-2,8,no
jaqueline,jaqueline@xyz.com,1,internship program(ip) success conclave,attending,"priyadarshini college of engineering, nagpur ",others,students,2024,kunrool,7.3,6,0-2,7,yes
lloyd,lloyd@xyz.com,1,internship program(ip) success conclave,attending,st.francis institute of technology,cloud counselage website,students,2025,tirupati,7.9,5,0-2,7,yes
laurence,laurence@xyz.com,1,internship program(ip) success conclave,attending,"symbiosis institute of technology, pune",whatsapp,students,2023,guwahati,9.3,7,0-2,28,no
cherrie,cherrie@xyz.com,1,internship program(ip) success conclave,attending,wilson college ,whatsapp,students,2025,sivasagar,6.6,6,0-2,7,no
desmond,desmond@xyz.com,1,internship program(ip) success conclave,attending,don bosco college of engineering fatorda goa,cloud counselage website,diploma in electrical engineering,2023,nanded,6.5,7,2-5,14,no
lucas,lucas@xyz.com,1,internship program(ip) success conclave,attending,"priyadarshini college of engineering, nagpur ",cloud counselage website,students,2024,sangrur,7.3,3,0-2,20,yes
elmer,elmer@xyz.com,1,internship program(ip) success conclave,attending,silicon institute of technology,whatsapp,students,2025,barmer,8.3,7,0-2,9,no
janna,janna@xyz.com,1,internship program(ip) success conclave,attending,st xavier's college ,whatsapp,students,2025,jhalwar,7.1,7,0-2,8,no
christie,christie@xyz.com,1,internship program(ip) success conclave,attending,late g. n. sapkal college of engineering,whatsapp,students,2026,amravati,7.9,5,2-5,5,yes
valerie,valerie@xyz.com,1,internship program(ip) success conclave,attending,"symbiosis institute of technology, pune",others,students,2023,kunrool,7.2,6,2-5,8,no
blaine,blaine@xyz.com,1,internship program(ip) success conclave,attending,dkte society's textile and engineering institute ichalkaranji,others,students,2023,nagaon,6.8,6,2-5,8,no
georgiana,georgiana@xyz.com,1,internship program(ip) success conclave,attending,g h raisoni institut of engineering and technology pune,whatsapp,students,2023,ambikapur,9.9,7,0-2,16,no
ramona,ramona@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,whatsapp,students,2025,kheda,6.3,3,5-7,9,no
hector,hector@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",others,students,2026,karnal,7.7,7,0-2,21,no
floyd,floyd@xyz.com,1,internship program(ip) success conclave,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,others,students,2024,panipat,7.4,5,0-2,8,no
aida,aida@xyz.com,1,internship program(ip) success conclave,attending,"kle society's college of bca, rls institute, belagavi",whatsapp|email,students,2025,shimla,6.5,5,0-2,21,no
marcie,marcie@xyz.com,1,internship program(ip) success conclave,attending,new horizon institute of technology and management ,whatsapp,students,2024,baramula,7.6,6,0-2,9,no
mack,mack@xyz.com,1,internship program(ip) success conclave,attending,late g. n. sapkal college of engineering,whatsapp,students,2026,doda,6.5,8,0-2,8,no
roxanna,roxanna@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",whatsapp,intern,2026,thrissur,7.9,8,0-2,7,no
charmaine,charmaine@xyz.com,1,internship program(ip) success conclave,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",whatsapp,students,2026,satna,7.5,3,0-2,17,no
augustine,augustine@xyz.com,1,internship program(ip) success conclave,attending,st.francis institute of technology,whatsapp,students,2023,aurangabad,7.3,6,0-2,12,no
mac,mac@xyz.com,1,internship program(ip) success conclave,attending,"mit academy of engineering ,alandi",whatsapp,students,2024,buldhana,8.5,8,0-2,15,yes
rebekah,rebekah@xyz.com,1,internship program(ip) success conclave,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",whatsapp,students,2025,nanded,6.5,6,0-2,21,yes
pamula,pamula@xyz.com,1,internship program(ip) success conclave,attending,ap shah institute of technology ,linkedin|email|cloud counselage website|telegram,students,2023,karli,6.8,5,0-2,16,no
trevor,trevor@xyz.com,1,internship program(ip) success conclave,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",spoc|college professor,students,2024,satara,8.9,8,0-2,9,yes
mickey,mickey@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,instagram,students,2023,sangola,7.2,5,0-2,24,no
berniece,berniece@xyz.com,1,internship program(ip) success conclave,attending,"vishwakarma institute of technology, pune",whatsapp,students,2026,ulhasnagar,9.5,5,0-2,11,yes
arturo,arturo@xyz.com,1,internship program(ip) success conclave,attending,new horizon institute of technology and management ,cloud counselage website,students,2023,konark,9.3,3,0-2,8,yes
gerald,gerald@xyz.com,1,internship program(ip) success conclave,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,email,students,2025,barmer,6.7,8,0-2,17,no
jeanne,jeanne@xyz.com,1,internship program(ip) success conclave,attending,silicon institute of technology,whatsapp,students,2024,jhalwar,9.2,8,0-2,19,no
keri,keri@xyz.com,1,internship program(ip) success conclave,attending,adhiyamaan college of engineering,team entity,students,2023,jodhpur,7.9,8,0-2,8,no
debra,debra@xyz.com,1,internship program(ip) success conclave,attending,pillai college of engineering new panvel,whatsapp,engineering ,2025,pali,7.3,3,0-2,6,no
hobert,hobert@xyz.com,1,internship program(ip) success conclave,attending,st.francis institute of technology,email,students,2024,budaun,7.8,6,0-2,5,no
cody,cody@xyz.com,1,internship program(ip) success conclave,attending,new horizon institute of technology and management ,whatsapp,students,2025,jhansi,8.7,8,0-2,7,no
marina,marina@xyz.com,1,internship program(ip) success conclave,attending,g h raisoni institut of engineering and technology pune,others,students,2025,durgapur,6.5,8,0-2,5,yes
della,della@xyz.com,1,internship program(ip) success conclave,attending,wilson college ,others,students,2025,titagrah,9.2,5,2-5,21,no
lana,lana@xyz.com,1,internship program(ip) success conclave,attending,don bosco college of engineering fatorda goa,others,students,2025,bhandara,7.4,8,5-7,19,no
earline,earline@xyz.com,1,internship program(ip) success conclave,attending,wilson college ,others,asst. professor,2025,sangrur,6.7,3,0-2,8,no
cordelia,cordelia@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2025,ajmer,6.7,6,0-2,9,no
garry,garry@xyz.com,1,is data science for you?,attending,government polytechnic gandhinagar,others,students,2024,jaipur,9.1,6,0-2,25,yes
neal,neal@xyz.com,1,is data science for you?,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",others,students,2025,jalor,8.9,8,2-5,22,yes
brett,brett@xyz.com,1,is data science for you?,attending,"kle society's college of bca, rls institute, belagavi",others,students,2025,jodhpur,7.3,8,7-8,9,no
jesse,jesse@xyz.com,1,is data science for you?,attending,"priyadarshini college of engineering, nagpur ",others,students,2024,kota,8.6,3,0-2,20,yes
marc,marc@xyz.com,1,is data science for you?,attending,st.francis institute of technology,others,students,2026,pali,9.2,5,0-2,15,yes
paulette,paulette@xyz.com,1,is data science for you?,attending,a. c. patil college of engineering,others,students,2025,godhra,9.5,6,7-8,14,no
elvin,elvin@xyz.com,1,is data science for you?,attending,wilson college ,others,students,2024,jamnagar,9.8,3,0-2,10,no
paula,paula@xyz.com,1,is data science for you?,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,others,students,2023,faridabad,7.6,5,7-8,5,no
sergio,sergio@xyz.com,1,is data science for you?,attending,adhiyamaan college of engineering,others,students,2025,hisar,6.3,5,0-2,21,no
alicia,alicia@xyz.com,1,is data science for you?,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",others,students,2024,hamirpur,9.9,6,0-2,14,no
bridget,bridget@xyz.com,1,is data science for you?,attending,new horizon institute of technology and management ,others,students,2025,lucknow,9.2,8,0-2,24,no
dominique,dominique@xyz.com,1,is data science for you?,attending,"symbiosis institute of technology, pune",others,students,2024,mainpuri,8.7,3,0-2,19,no
lyle,lyle@xyz.com,1,is data science for you?,attending,a. c. patil college of engineering,others,students,2023,almora,6.9,5,0-2,17,yes
ina,ina@xyz.com,1,is data science for you?,attending,wilson college ,others,students,2024,alipore,9.2,3,0-2,18,no
janette,janette@xyz.com,1,is data science for you?,attending,"thakur institute of management studies, career development & research - [timscdr]",others,students,2025,siliguri,6.5,8,0-2,9,no
doreen,doreen@xyz.com,1,is data science for you?,attending,"vidyalankar institute of technology, mumbai",others,students,2024,talmuk,8.7,6,0-2,11,no
drew,drew@xyz.com,1,is data science for you?,attending,silicon institute of technology,others,students,2025,bhandara,9.1,8,0-2,25,yes
kenya,kenya@xyz.com,1,is data science for you?,attending,wilson college ,others,students,2024,amer,9.4,6,0-2,21,no
lourdes,lourdes@xyz.com,1,is data science for you?,attending,"thakur institute of management studies, career development & research - [timscdr]",others,students,2025,jaipur,8.5,8,0-2,8,no
emil,emil@xyz.com,1,is data science for you?,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,others,students,2025,jalor,7.7,6,0-2,7,yes
sheila,sheila@xyz.com,1,is data science for you?,attending,don bosco college of engineering fatorda goa,others,students,2023,ahemdabad,8.0,8,5-7,7,no
alise,alise@xyz.com,1,is data science for you?,attending,"kle society's college of bca, rls institute, belagavi",others,students,2025,navsari,8.3,8,0-2,9,yes
daryl,daryl@xyz.com,1,is data science for you?,attending,g h raisoni institut of engineering and technology pune,others,students,2023,okha,7.2,8,0-2,8,yes
melanie,melanie@xyz.com,1,is data science for you?,attending,st.francis institute of technology,others,students,2025,faridabad,9.3,5,0-2,8,no
terrell,terrell@xyz.com,1,is data science for you?,attending,new horizon institute of technology and management ,others,students,2025,kunrool,9.6,8,0-2,19,no
kristy,kristy@xyz.com,1,is data science for you?,attending,late g. n. sapkal college of engineering,others,students,2024,tirupati,9.1,6,0-2,21,yes
mitchell,mitchell@xyz.com,1,is data science for you?,attending,wilson college ,others,students,2025,nagaon,8.0,5,0-2,8,no
tommy,tommy@xyz.com,1,is data science for you?,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2025,burani,6.7,8,2-5,8,yes
juanita,juanita@xyz.com,1,is data science for you?,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",others,students,2023,darbhanga,9.5,5,2-5,7,yes
clara,clara@xyz.com,1,is data science for you?,attending,new horizon institute of technology and management ,others,students,2023,motihari,7.8,3,0-2,7,yes
stacey,stacey@xyz.com,1,is data science for you?,attending,late g. n. sapkal college of engineering,others,students,2024,munger,9.1,6,0-2,19,no
elena,elena@xyz.com,1,is data science for you?,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2025,chandigarh,7.3,8,0-2,11,yes
faye,faye@xyz.com,1,is data science for you?,attending,pillai college of engineering new panvel,others,students,2024,delhi,7.8,3,0-2,13,no
leigh,leigh@xyz.com,1,is data science for you?,attending,"vidyalankar institute of technology, mumbai",others,students,2023,panji,7.2,8,0-2,14,no
robyn,robyn@xyz.com,1,is data science for you?,attending,new horizon institute of technology and management ,others,students,2024,junagadh,8.7,5,0-2,9,no
gabrielle,gabrielle@xyz.com,1,is data science for you?,attending,"symbiosis institute of technology, pune",others,students,2024,morbi,8.8,5,5-7,9,yes
clark,clark@xyz.com,1,is data science for you?,attending,a. c. patil college of engineering,others,students,2023,navsari,7.6,8,0-2,8,no
frederic,frederic@xyz.com,1,is data science for you?,attending,"thakur institute of management studies, career development & research - [timscdr]",others,students,2023,valsad,9.2,8,2-5,25,no
kayla,kayla@xyz.com,1,is data science for you?,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,others,students,2023,ambala,7.3,6,5-7,21,no
latoya,latoya@xyz.com,1,is data science for you?,attending,"priyadarshini college of engineering, nagpur ",others,students,2024,chandigarh,7.6,3,7-8,23,no
juli,juli@xyz.com,1,is data science for you?,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",others,students,2026,chamba,6.7,3,5-7,17,yes
romaine,romaine@xyz.com,1,is data science for you?,attending,"priyadarshini college of engineering, nagpur ",others,students,2023,baramula,8.2,6,7-8,8,no
otis,otis@xyz.com,1,is data science for you?,attending,st.francis institute of technology,others,students,2023,doda,6.8,3,0-2,9,no
leora,leora@xyz.com,1,is data science for you?,attending,"mit academy of engineering ,alandi",others,students,2025,rajouri,9.5,6,0-2,25,no
eloise,eloise@xyz.com,1,is data science for you?,attending,pillai college of engineering new panvel,others,students,2023,kollam,7.8,8,0-2,10,yes
camille,camille@xyz.com,1,is data science for you?,attending,g h raisoni institut of engineering and technology pune,others,students,2024,indore,9.5,5,0-2,20,no
breanna,breanna@xyz.com,1,is data science for you?,attending,"vishwakarma institute of technology, pune",others,students,2023,narwar,9.6,6,0-2,25,no
traci,traci@xyz.com,1,is data science for you?,attending,wilson college ,others,students,2026,bhsawal,6.7,5,0-2,20,yes
dale,dale@xyz.com,1,is data science for you?,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2023,bid,7.6,6,0-2,9,no
stella,stella@xyz.com,1,is data science for you?,attending,dkte society's textile and engineering institute ichalkaranji,others,students,2025,buldhana,8.3,6,0-2,13,no
rocco,rocco@xyz.com,1,is data science for you?,attending,silicon institute of technology,others,students,2025,mumbai,8.8,6,0-2,9,no
edie,edie@xyz.com,1,is data science for you?,attending,g h raisoni institut of engineering and technology pune,others,students,2025,pune,9.9,3,0-2,8,yes
kimberley,kimberley@xyz.com,1,is data science for you?,attending,"kle society's college of bca, rls institute, belagavi",others,students,2023,puri,6.9,8,0-2,8,no
branden,branden@xyz.com,1,is data science for you?,attending,"mit academy of engineering ,alandi",others,students,2026,patiala,7.5,3,0-2,11,yes
loida,loida@xyz.com,1,is data science for you?,attending,"vishwakarma institute of technology, pune",others,students,2026,jodhpur,7.2,8,0-2,13,no
elia,elia@xyz.com,1,is data science for you?,attending,st.francis institute of technology,others,students,2024,sikar,6.6,8,0-2,22,no
wilda,wilda@xyz.com,1,is data science for you?,attending,"vidyalankar institute of technology, mumbai",others,students,2023,gonda,8.7,6,0-2,10,no
camilla,camilla@xyz.com,1,is data science for you?,attending,silicon institute of technology,others,students,2025,hamirpur,9.4,6,0-2,26,no
lonny,lonny@xyz.com,1,is data science for you?,attending,st xavier's college ,others,students,2025,kanpur,7.7,6,0-2,21,no
sybil,sybil@xyz.com,1,is data science for you?,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,others,students,2024,almora,7.3,3,0-2,21,no
lois,lois@xyz.com,1,is data science for you?,attending,silicon institute of technology,others,students,2026,alipore,9.4,8,0-2,30,yes
gracie,gracie@xyz.com,1,is data science for you?,attending,don bosco college of engineering fatorda goa,others,students,2025,durgapur,6.6,5,0-2,21,no
claire,claire@xyz.com,1,is data science for you?,attending,wilson college ,others,students,2023,titagrah,6.7,8,2-5,8,no
young,young@xyz.com,1,is data science for you?,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,others,engineering ,2024,ujjain,8.9,6,0-2,30,no
desiree,desiree@xyz.com,1,kyc - know your ccpc,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",others,students,2025,kalyan,9.1,5,0-2,8,no
norma,norma@xyz.com,1,kyc - know your ccpc,attending,government polytechnic gandhinagar,others,students,2024,amritsar,6.7,8,2-5,6,no
ervin,ervin@xyz.com,1,kyc - know your ccpc,attending,"priyadarshini college of engineering, nagpur ",others,students,2023,amer,9.2,5,2-5,8,no
joline,joline@xyz.com,1,kyc - know your ccpc,attending,government polytechnic gandhinagar,others,engineering ,2025,dwarka,9.9,6,0-2,26,yes
charity,charity@xyz.com,1,kyc - know your ccpc,attending,st.francis institute of technology,others,students,2025,morbi,6.6,8,0-2,20,yes
kaley,kaley@xyz.com,1,kyc - know your ccpc,attending,late g. n. sapkal college of engineering,others,students,2023,navsari,8.7,3,0-2,14,no
bernardo,bernardo@xyz.com,1,kyc - know your ccpc,attending,a. c. patil college of engineering,others,students,2024,surat,8.0,8,0-2,8,no
michele,michele@xyz.com,1,kyc - know your ccpc,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2023,ambala,8.5,8,0-2,7,no
letitia,letitia@xyz.com,1,kyc - know your ccpc,attending,dkte society's textile and engineering institute ichalkaranji,others,students,2026,chandigarh,9.1,3,0-2,8,no
penelope,penelope@xyz.com,1,kyc - know your ccpc,attending,"vishwakarma institute of technology, pune",others,students,2023,ghaziabad,7.6,6,7-8,18,no
zulema,zulema@xyz.com,1,kyc - know your ccpc,attending,"kle society's college of bca, rls institute, belagavi",others,computer engineer,2025,gonda,7.1,3,0-2,23,no
carmelo,carmelo@xyz.com,1,kyc - know your ccpc,attending,"priyadarshini college of engineering, nagpur ",others,students,2024,gorakhpur,8.3,5,0-2,5,no
april,april@xyz.com,1,kyc - know your ccpc,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,others,b.tech,2025,alipore,7.3,3,7-8,6,no
elsa,elsa@xyz.com,1,kyc - know your ccpc,attending,"vidyalankar institute of technology, mumbai",others,electrical engineering,2024,durgapur,7.9,3,0-2,7,no
lorena,lorena@xyz.com,1,kyc - know your ccpc,attending,pillai college of engineering new panvel,others,b.tech,2025,santipur,8.2,8,7-8,7,yes
priscilla,priscilla@xyz.com,1,kyc - know your ccpc,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",others,students,2024,siuri,6.7,6,0-2,11,no
sheri,sheri@xyz.com,1,kyc - know your ccpc,attending,"kle society's college of bca, rls institute, belagavi",others,students,2023,orchha,8.2,5,0-2,5,no
hiram,hiram@xyz.com,1,kyc - know your ccpc,attending,"vishwakarma institute of technology, pune",others,students,2025,vidisha,8.9,8,0-2,8,no
bruce,bruce@xyz.com,1,kyc - know your ccpc,attending,government polytechnic gandhinagar,others,students,2026,nanded,9.1,6,0-2,19,no
albert,albert@xyz.com,1,kyc - know your ccpc,attending,"vishwakarma institute of technology, pune",others,students,2024,jodhpur,9.5,3,0-2,19,no
opal,opal@xyz.com,1,kyc - know your ccpc,attending,st.francis institute of technology,others,cse,2023,sikar,8.8,3,0-2,5,no
maggie,maggie@xyz.com,1,kyc - know your ccpc,attending,new horizon institute of technology and management ,others,students,2023,ahemdabad,7.9,3,0-2,8,no
ericka,ericka@xyz.com,1,kyc - know your ccpc,attending,"priyadarshini college of engineering, nagpur ",others,students,2026,okha,7.4,3,0-2,23,no
juliet,juliet@xyz.com,1,kyc - know your ccpc,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",others,students,2023,vijaywada,7.5,3,0-2,9,yes
florence,florence@xyz.com,1,kyc - know your ccpc,attending,government polytechnic gandhinagar,others,students,2025,guwahati,7.5,3,0-2,15,no
calvin,calvin@xyz.com,1,kyc - know your ccpc,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",others,students,2024,nagaon,6.9,6,0-2,17,yes
yetta,yetta@xyz.com,1,kyc - know your ccpc,attending,"priyadarshini college of engineering, nagpur ",others,students,2025,bid,7.2,5,0-2,15,no
tonya,tonya@xyz.com,1,kyc - know your ccpc,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2025,nagpur,9.1,8,0-2,23,yes
maxwell,maxwell@xyz.com,1,kyc - know your ccpc,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2024,mahe,7.8,5,0-2,21,no
lance,lance@xyz.com,1,kyc - know your ccpc,attending,government polytechnic gandhinagar,others,students,2024,patiala,8.5,6,0-2,16,yes
marla,marla@xyz.com,1,kyc - know your ccpc,attending,new horizon institute of technology and management ,others,students,2024,jaipur,9.1,3,0-2,17,yes
mauro,mauro@xyz.com,1,kyc - know your ccpc,attending,"symbiosis institute of technology, pune",others,asst. professor,2023,jhalwar,7.5,8,0-2,21,no
tania,tania@xyz.com,1,kyc - know your ccpc,attending,adhiyamaan college of engineering,others,students,2025,kunrool,8.1,3,0-2,19,no
sylvia,sylvia@xyz.com,1,kyc - know your ccpc,attending,st xavier's college ,others,students,2023,eluru,8.3,5,0-2,18,yes
terrence,terrence@xyz.com,1,kyc - know your ccpc,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2024,munger,9.5,8,5-7,18,no
emily,emily@xyz.com,1,kyc - know your ccpc,attending,dkte society's textile and engineering institute ichalkaranji,others,students,2023,patna,9.6,6,0-2,18,yes
nancey,nancey@xyz.com,1,kyc - know your ccpc,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2023,muzaffarpur,7.5,8,0-2,23,yes
maurice,maurice@xyz.com,1,kyc - know your ccpc,attending,"mit academy of engineering ,alandi",others,students,2024,delhi,6.7,6,0-2,15,no
teddy,teddy@xyz.com,1,kyc - know your ccpc,attending,a. c. patil college of engineering,others,students,2026,new delhi,7.1,5,0-2,17,no
georgia,georgia@xyz.com,1,product design & full stack,attending,"ld college of engineering, ahmedabad, gujarat ",email,students,2023,madgaon,9.5,8,0-2,25,yes
derek,derek@xyz.com,1,product design & full stack,attending,"thakur institute of management studies, career development & research - [timscdr]",college,students,2024,kheda,6.9,6,0-2,12,no
jewell,jewell@xyz.com,1,product design & full stack,attending,a. c. patil college of engineering,whatsapp,students,2025,gurugram,6.6,8,0-2,8,no
ruben,ruben@xyz.com,1,product design & full stack,attending,"ld college of engineering, ahmedabad, gujarat ",cloud counselage website,students,2026,baramula,9.2,6,0-2,19,no
harley,harley@xyz.com,1,product design & full stack,attending,wilson college ,whatsapp,students,2024,punch,8.3,6,0-2,9,no
louella,louella@xyz.com,1,product design & full stack,attending,"ld college of engineering, ahmedabad, gujarat ",college,students,2025,rajouri,9.2,8,0-2,29,no
hillary,hillary@xyz.com,1,product design & full stack,attending,"thakur institute of management studies, career development & research - [timscdr]",spoc|college professor,students,2023,udhampur,9.3,5,0-2,8,no
